uniprot	Gene_names	Xexp_1	Xexp_2	XNlim_1	XNlim_2
M7WXM4	RHTO_07686	2.4098210561742396e-07	2.1382379350324375e-07	1.0495363994924526e-07	9.348123931290612e-08
M7XII7	RHTO_03776	1.836224329125617e-07	1.8870559271277965e-07		2.8013222822497283e-08
M7WKK5	RHTO_06393	5.779245512841137e-06	5.447621102960262e-06	2.750755624956925e-06	2.5825284726045086e-06
M7XXZ4	RHTO_02881	1.5041248771361252e-06	1.3662257723413283e-06	7.134876737030576e-07	6.702704647268057e-07
M7WSC8	RHTO_02209	3.081469324535337e-06	2.220383060535652e-06	2.268048822366035e-06	1.965086090832526e-06
M7WNK5	NIP1	5.772783898280607e-07	5.162734296418904e-07	3.4145499109688964e-07	2.448150569007705e-07
M7XNS5	RHTO_03298	7.106973071525049e-07	5.030985844782536e-07	2.1965441683145068e-07	2.0060412790396947e-07
M7X2P9	RHTO_06384	1.3418946161547674e-05	9.581482451883238e-06	1.7970301590434113e-05	2.8035634636418638e-05
M7XEQ0	RHTO_01048	3.5763288130211465e-05	3.304065098918119e-05	4.7906669639805586e-05	4.462969524798511e-05
M7XFE4	RHTO_00838	3.9922793193366794e-06	4.459890204891942e-06	2.0969661644153063e-06	1.987767595265632e-06
M7WSH8	RHTO_02301	1.37832549786147e-06	1.4594710665858775e-06	6.845747481490052e-07	7.075785753830324e-07
M7XHL1	RHTO_07118	1.7636233302441203e-06	1.3548098853023627e-06		2.3365493944322738e-07
M7XJ78	RHTO_03757	1.8705626661173103e-06	1.4233980064257213e-06	1.1249663457167593e-06	1.0644853566102398e-06
M7WI80	RHTO_03731	2.4233130252706273e-06	2.1859236449107e-06	9.309456345772793e-07	1.0271917605824925e-06
M7XSK8	RHTO_07550	9.284485396653165e-06	8.778444222205449e-06	1.5105196720546988e-06	1.4162433261379314e-06
M7WL24	RHTO_05802	9.177227617019226e-07	9.545655352879986e-07	3.425928082135368e-07	3.307075247453915e-07
M7XJI1	RHTO_06058	1.4051586410286699e-06	1.4072120664293883e-06	8.465100566392584e-07	9.404256647015725e-07
M7WSB2	RHTO_07196	2.7618160812265773e-06	3.2077553442284908e-06	1.060412170042162e-06	1.2351924869793597e-06
M7XY86	RHTO_02961	1.666484709014766e-06	1.746356763836826e-06	8.165078596439376e-07	8.262006151753746e-07
M7X3R5	RHTO_06504	1.48840943269795e-06	1.94395453169405e-06	1.1721400988024483e-06	1.2863392735147058e-06
M7X2J1	MEF1	3.3648461495813483e-07	3.8615735410142785e-07	5.031461692133444e-08	5.418649902166171e-08
M7XPE6	RHTO_01303	4.0703316160774e-06	3.2546660306514087e-06	1.3113361734001956e-06	1.2699075134252694e-06
M7XIA4	RHTO_03922	3.1888784474510903e-06	4.157694548399067e-06	6.997952257333696e-07	7.380327836352179e-07
M7WP94	RHTO_04210	5.354220468502829e-07	6.126546759652112e-07	2.1157459374823422e-07	1.860234599561366e-07
M7WEJ0	TIF32	6.139266158767334e-07	7.387495935931488e-07	1.786857671446056e-07	1.6004093471005713e-07
M7WKA2	RHTO_06536	9.013511343424947e-07	9.3747500788181e-07	3.3371109481413476e-07	2.988162143213416e-07
M7XD32	RHTO_01341	7.397574131240363e-08	7.351721016701777e-08		1.5123505769768056e-08
M7WWF5	RHTO_00710	2.227906125208193e-06	2.5053171961767534e-06	1.3683819601982632e-06	1.2361757741172818e-06
M7WYA7	RHTO_07695	4.036070947209769e-06	6.83658797242904e-06	3.6791407390230682e-06	4.0981201209196905e-06
M7WIH9	RHTO_03558	5.344755045653298e-07	4.62214041443823e-07	3.6437055373486193e-06	3.6140151468466604e-06
M7XYM0	RHTO_03126	7.360903178122967e-07	5.195105971321748e-07	3.8967163653236733e-07	3.44275499959761e-07
M7WKX0	RHTO_05784	3.6073470501273785e-06	3.3480581140589193e-06	1.0219021560881119e-06	9.159284881915842e-07
M7XAJ6	RHTO_02358	4.3680269903490124e-07	1.1815370253386082e-06		4.3724641041013804e-07
M7WFJ0	RHTO_05134	8.094899966957027e-07	7.524894666098409e-07	3.991322273114616e-07	3.85378756058473e-07
M7WP17	RHTO_01016	0.00011254776359558244	9.15038847578005e-05	5.6027621596922186e-05	6.340405167689179e-05
M7WNG0	RHTO_04563	8.328333063878078e-07	7.489405788129773e-07	3.1303101297823656e-07	3.043402515237849e-07
M7X4N6	RHTO_05737	8.36914995879057e-07	1.908953310492714e-06	6.602727984562571e-07	7.296371440442993e-07
M7X6J7	RHTO_00409	4.932619996582505e-06	6.003654399050679e-06	2.6034380708981456e-06	2.744011241136431e-06
M7XWZ6	RHTO_04933	7.738197721830814e-06	8.48232379148829e-06	5.810956367764816e-06	5.539726882975399e-06
M7WW72	RHTO_05017	2.709435633299681e-07	2.1580149967417803e-07	9.142045472282524e-08	1.0040602084034094e-07
M7X6S8	RHTO_00183	6.018009940894846e-06	6.9491285784323834e-06	6.03729335945893e-06	5.737914400449121e-06
M7X1F1	RHTO_06989	1.875179633802377e-06	2.216040531561122e-06	1.3961783702151974e-06	1.0576284064341763e-06
M7XD58	RHTO_06702	1.3678439314612019e-06	9.046934256369164e-07	5.857164019289208e-07	6.748932581260274e-07
M7X896	RHTO_03928	8.317315444383793e-07	8.695558457846538e-07	4.392768403766896e-07	4.139624938127066e-07
M7WK31	RHTO_02463	4.160081278793094e-06	3.656528658336214e-06		1.2207885857915633e-06
M7WKW0	RHTO_05872	1.5649279464750938e-06	1.7642971640967922e-06	1.0189002512074147e-06	9.916411292403106e-07
M7WXL9	RHTO_03085	2.257748457534647e-06	2.4243389949773176e-06	9.509991943460885e-07	9.567951870445615e-07
M7X9C2	RHTO_03515	4.17735133949987e-06	3.885012187161248e-06	1.393727938731821e-06	1.2769694388275022e-06
M7WTP4	RHTO_01927	5.405224051137615e-07	5.795529998351285e-07	2.4364533334124475e-07	2.3292244784122403e-07
M7WWF7	RHTO_05117	2.69052079028116e-06	3.3061152054134685e-06	1.465573132619613e-06	1.4686581347355536e-06
M7WVH5	RHTO_01311	1.3185787577955588e-07	1.187462742565589e-07	7.393750451065645e-08	7.223802175863645e-08
M7XQK1	RHTO_00612	6.073021093269211e-07	5.344062941143669e-07	2.7928187072305666e-07	2.789569846040366e-07
M7XPF9	RHTO_00197		6.838839529458124e-08	3.26748237424846e-08	2.7755921992956804e-08
M7Y0M8	RHTO_00556	3.2870430377965203e-06	3.1302100521802606e-06	1.7037762589030527e-06	2.399803390416528e-06
M7XPQ5	RHTO_00947	2.5446670018125374e-07	1.3865164946440544e-07	2.957903698259721e-08	7.293688279055449e-08
M7X7R8	RHTO_00568	1.081277633684445e-07	7.910304238571006e-08	3.902261573349505e-08	3.7834763130742945e-08
M7X0A1	RHTO_07269	4.597519199663687e-06	6.613952077088299e-06	3.645639214572683e-06	3.1851639586715344e-06
M7XKF0	RHTO_02591	1.491629744879614e-06	1.5919004872700116e-06	5.80064458718941e-07	5.077263740308906e-07
M7WKL1	RHTO_02331	1.5530648776028852e-06	1.3166252642651395e-06	4.107167142033871e-07	3.3224454314353093e-07
M7X7A4	RHTO_00388	2.455074522367685e-06	2.231574001352866e-06	7.493900586954143e-07	7.250542608246487e-07
M7XK91	RHTO_06273	1.0707914066445954e-06	1.0795919706558982e-06	2.6145849507604917e-07	2.9519975674699254e-07
M7WEV1	RHTO_05520	4.109437614898594e-06	5.515864226843977e-06	1.4695375734872626e-06	1.4744862772329757e-06
M7WWS9	RHTO_02799	5.632484819409706e-06	6.617360043692359e-06	2.2840532352823688e-06	1.7566949498119766e-06
M7XRU1	RHTO_07813	2.52028771311875e-06	8.012456707546981e-07	5.803500307907929e-07	5.829808877682066e-07
M7WYJ5	RHTO_07795	3.62588543994391e-06	3.674140105540086e-06	1.2246773349826277e-06	1.1668125367037204e-06
M7WQJ3	RHTO_08140	2.650322043577525e-06	2.6460954953076934e-06	1.5721628028271128e-06	1.4103473612488962e-06
M7X6S3	RHTO_00494	7.841750397690505e-07	8.756256854964394e-07	4.054172401474286e-07	4.915098146381129e-07
M7WNL4	RHTO_04436	3.2747183724310973e-06	3.89590663697899e-06	1.8484083286717993e-06	2.2249142965267374e-06
M7WHN9	RHTO_03795	1.2080632758997974e-06	1.2903234241758104e-06	3.450846938782612e-07	3.3085774373254284e-07
M7WQ73	RHTO_08030	2.733962834431901e-07	3.4158292444298403e-07	1.078767690943627e-07	1.1198412093381768e-07
M7WXF0	RHTO_00824	2.657036339456308e-06	3.2653183766363844e-06	1.883875785069725e-06	1.7994347952643753e-06
M7X651	RHTO_00234	9.865419430310423e-07	1.125761678683981e-06	2.9840327376018114e-07	2.525638056622681e-07
M7XPW9	RHTO_00987	2.2039624351398056e-07	1.8425299889223787e-07	1.0210572667236099e-07	9.98619462062144e-08
M7WLW8	RHTO_01562	3.342034160287559e-06	3.961013248327527e-06	2.0515014037012457e-06	1.6635498476731798e-06
M7WLJ5	RHTO_01843	3.4840044312463092e-06	3.902557306975942e-06	1.33631534581436e-06	1.5226993681821486e-06
M7WXQ3	RHTO_07721	9.226524722455068e-06	1.0601400764219049e-05	2.443490420412773e-06	3.827614403872912e-06
M7WUH8	RHTO_06231	1.1491132796334002e-06	1.3031741948514632e-06	3.459440627940768e-07	3.312649701562273e-07
M7XJX2	RHTO_06168	7.584927838348332e-07	9.202026868954036e-07	3.154420223095426e-07	2.7983784224646944e-07
M7XQ28	RHTO_01057	2.667039728722596e-07	2.689151764910243e-07	6.913402918023329e-08	6.334330117063544e-08
M7XN38	RHTO_03047	1.7217555389167398e-06	1.5298291842087366e-06	6.008943908424539e-07	6.24875024791613e-07
M7X6C3	RHTO_05161	4.14216582749976e-06	3.2581109571114658e-06	2.470516463848044e-06	2.4172572883559353e-06
M7WHY4	RHTO_03630	7.22343005098715e-06	7.668327472819075e-06	4.23717359222218e-06	4.953646740871624e-06
M7X2S6	RHTO_04588	3.5932276203017203e-07	3.0807819268086737e-07	1.8165057415391934e-07	2.0873926100356958e-07
M7XZK8	RHTO_00181	5.715268662771999e-06	5.447780537630022e-06	2.7483192230611604e-06	2.5408333842296364e-06
M7XYI9	RHTO_03086	5.528486684046143e-07	4.889128369089135e-07	4.84443848237461e-07	3.418022756819063e-07
M7WKG7	RHTO_06525	2.13415902951495e-07	2.309011000394396e-07	7.292898955404617e-08	7.310355965189496e-08
M7WRU4	TIF34	3.284222502758739e-06	3.5901845470557758e-06	8.525526898449043e-07	9.104395166698941e-07
M7WR11	RHTO_07863	7.933470969717461e-06	8.648289240867788e-06	4.66467413985472e-06	4.501890350389278e-06
M7WM21	RHTO_05458	6.955304741360306e-06	6.1920284606894125e-06	3.170928871860912e-06	2.771340494920849e-06
M7XHB5	RHTO_04328	2.2108897261099047e-06	2.2622359188548944e-06	6.683236406741695e-07	6.791576974956527e-07
M7WRR0	RHTO_02528	3.489624734493089e-06	3.4822574352689825e-06	1.4875730200864792e-06	1.584585709194633e-06
M7X730	RHTO_04258	1.5379565521483075e-06	1.6620363380014972e-06	1.0321552667298732e-06	1.0422499712590992e-06
M7WMT2	RHTO_05318	2.581432544088026e-07	2.834645423904979e-07	1.4283650578347112e-07	1.6275069324276877e-07
M7XZN0	RHTO_00216	1.70244067904739e-05	2.0692814981013825e-05	1.878300125283882e-05	2.1156492499062896e-05
M7XG73	RHTO_07719	3.35294271922645e-06	4.119725826949889e-06		3.1427955408927805e-06
M7XMM3	RHTO_02877	1.2976102184938326e-06	1.0515810985644389e-06	3.350569861958788e-07	3.321424758650553e-07
M7X4A4	RHTO_02671	5.074545664927459e-07	6.576488226556226e-07	1.9436814849033156e-07	1.9721481578271085e-07
M7WYU2	RHTO_07573	3.200811255994142e-07	3.3129794349206305e-07	1.4560511391436238e-07	1.4380415218864372e-07
M7WPW0	RHTO_00856	3.019415475917964e-06	3.3546507449757103e-06	1.2582779329226064e-06	1.2620240937438832e-06
M7X6G2	RHTO_00098	3.5558664281803336e-07	2.9777302811486955e-07	4.329313036353664e-07	3.994172173884777e-07
M7WFS5	RHTO_05194	3.3386493414905075e-07	4.0212996185642123e-07	1.711458507020645e-07	2.1801470791331085e-07
M7WU76	RHTO_01906	7.487180296380431e-06	3.845905384975921e-06	1.8413769910222907e-06	1.7623755589792284e-06
M7WZ76	RHTO_00370	5.506116457372304e-06	6.882502118082609e-06	3.0061201358633063e-06	3.1005841124401276e-06
M7XBP3	RHTO_02050	2.3134014519785763e-07	1.4329511780675475e-07	6.575863792942905e-08	5.773496527370089e-08
M7WD50	RHTO_06450	3.263370389629943e-06	4.351653047299502e-06	1.950062842026466e-06	2.105116387129998e-06
M7XKI7	RHTO_02621	4.2349801903516386e-06	4.940691675595819e-06	2.1548654464235446e-06	2.0948835324893255e-06
M7WE73	RHTO_05647				4.7062370497129984e-06
M7WUH0	RHTO_01358	4.09374842392369e-06	3.332245603969696e-06	3.5052087705718296e-06	3.3880612471782428e-06
M7WNS4	RHTO_04226	4.804060884059778e-06	4.9015522120091315e-06	2.329676203133071e-06	2.0755496533992052e-06
M7XNV8	RHTO_00027	8.412688205200617e-07	4.068641221959544e-07	2.854367039779255e-07	3.3087315855653073e-07
M7XPW4	RHTO_00397	7.317704534253946e-07	5.819760377128024e-07	2.1525754036231644e-07	2.3048884193390435e-07
M7XX52	RHTO_05003	1.1460846880800756e-05	1.2718897806768433e-05	8.657086943707125e-06	7.536435560037775e-06
M7X2C9	RHTO_04665	2.7705342790253825e-06	2.8834962730122675e-06	1.0037708184971074e-06	8.197676935391556e-07
M7WK24	RHTO_02453	1.1270819956675829e-06	1.0272480395854977e-06	2.2945464771212445e-07	2.770367509951892e-07
M7XV63	RHTO_06137	2.3878061754096753e-07	2.515584494608533e-07	9.526775003980786e-08	9.27600855999788e-08
M7XUZ4	RHTO_06072	1.6698158071111194e-06	1.1732488748884923e-06		6.157897995796062e-07
M7XJ27	RHTO_03712	3.3672983086816795e-07	3.5918985205597757e-07	3.707058237383601e-07	3.558254835089468e-07
M7XE10	RHTO_06481	2.344359992263019e-06	2.224354591659965e-06	9.884159320887918e-07	1.05112600848083e-06
M7WX26	RHTO_02900	2.4625983870980305e-07	1.767484327210348e-07	2.9620468532472688e-08	4.2244270078145577e-08
M7XHC0	RHTO_07601	3.5315905720934895e-06	3.913941647607745e-06	1.3504178975386783e-06	1.407090075217235e-06
M7WUY9	RHTO_01105	2.676995173879822e-06	5.501238392924918e-06	2.2883893332282423e-05	2.0645368227332262e-05
M7XTZ4	RHTO_06757	7.507837209419623e-07	7.77173126224256e-07	5.878931741154792e-07	4.7605133393865396e-07
M7XKD8	RHTO_02581	2.5534463169330426e-06	2.5431421663469114e-06	2.640719857271686e-06	2.8527082477625335e-06
M7WDZ0	RHTO_05740	7.296095378684702e-07	6.977061956121909e-07	1.3082848436206568e-06	1.0699897821960092e-07
M7WGP2	RHTO_04142	1.6425935923341789e-06	1.4933227909274605e-06		6.678844481523497e-07
M7XLJ5	RHTO_04924	8.304695794750435e-07	1.1686346939623979e-06	3.0302103260669265e-07	2.984350172961145e-07
M7WKR4	RHTO_01947	9.137655784441337e-07	7.692861789685013e-07	3.2933191614544785e-07	3.6398299151096517e-07
M7XKF7	RHTO_02596	4.101098795381682e-07	2.496280240887823e-07	2.0911165174563826e-07	2.523374862205852e-07
M7XYP9	RHTO_03162	5.150679880354949e-07	7.737291644780872e-07	5.011504993860505e-07	4.3877046218027803e-07
M7XID1	RHTO_07378	2.5548853080523783e-07	4.054756334662987e-07	1.9771760136037743e-07	1.4328798097796382e-07
M7X0E8	RHTO_07319	4.8016400816809365e-06	4.032950125851385e-06	2.196544098206992e-06	2.139428591478931e-06
M7X0I8	RHTO_07354	2.723651684073853e-06	2.6357721786530877e-06	9.606859440835037e-07	7.99555056309695e-07
M7XQ05	RHTO_01032	4.0395556328525e-06	4.3642233356152095e-06	1.6144096923880753e-06	1.7118779308379992e-06
M7X2E8	RHTO_04685	9.719584236104918e-07	8.671017142454775e-07	1.8279753358990432e-06	1.6620824884660144e-06
M7WF31	RHTO_05404	3.5064181542053713e-07	2.214858092133411e-07	1.0734549437175873e-07	9.168988861172467e-08
M7WT77	RHTO_06811	3.2396736083976105e-06	3.0244164834363706e-06	8.837106898191343e-07	8.860250636567776e-07
M7WPB5	RHTO_00661	6.564447785253574e-07	7.027990388897009e-07	6.898807362761515e-07	6.179020696899612e-07
M7WUF2	RHTO_06216	2.9642140785512325e-06	2.512500615688759e-06	1.5970368338986304e-06	1.7566342710532563e-06
M7WWD6	RHTO_00685	2.6147534861537483e-07	2.660072404236944e-07	1.229809928937492e-07	9.239852850380273e-08
M7XGU2	RHTO_07436	6.182618839895295e-06	6.521976903166463e-06	3.255519258107298e-06	2.5056483923635457e-06
M7WS36	RHTO_02150	1.9647892646651617e-06	7.239345479406721e-07	7.256228576389358e-07	7.033519527949881e-07
M7X709	RHTO_04465	4.5249905933397676e-07	6.514449564357538e-07	1.9138675627670674e-07	1.830446557063885e-07
M7WVZ3	RHTO_01240	5.034403357786295e-06	4.696572130007205e-06	1.1088947027050846e-06	1.1599146580169459e-06
M7X4M5	RHTO_05727	1.1759321622607922e-06	1.3085186657946587e-06	5.278096334452897e-07	5.445246139621445e-07
M7WNU6	RHTO_04246	3.5056057431678304e-06	3.4183899285110354e-06	2.044099361931701e-06	1.8057274830865344e-06
M7X7A8	RHTO_04334	5.467949248769176e-06	5.6555487585745996e-06	5.892147144782541e-06	5.666389424618631e-06
M7WI54	RHTO_03701	2.253581670811995e-06	2.420035718023599e-06	9.918730442625114e-07	1.0870923126569088e-06
M7WJ97	RHTO_06700	1.5272775132183395e-06	1.5504278139519926e-06	5.053159163539023e-07	3.8466050897051955e-07
M7X2J2	RHTO_06309	4.966519434637531e-07	4.884467159764036e-07	1.2579748070777794e-07	1.0538274517011484e-07
M7WPL3	RHTO_00771	1.647472320520034e-06	1.9243599236375784e-06	7.909251563488715e-07	7.415573830299175e-07
M7WKA4	RHTO_05883	7.379856561496887e-07	4.4432150872129346e-07	4.338134340917552e-07	3.7462355081543223e-07
M7WS43	RHTO_02272	2.033108244685567e-06	1.4864741073768067e-06	8.239378603896431e-07	8.907962663862511e-07
M7XW07	RHTO_04606	6.838172168587476e-07	5.726158961837247e-07	8.558792882049855e-07	8.293247598749765e-07
M7XN52	RHTO_01683	1.0932351345150199e-07	8.487328508389211e-08	2.10513751929268e-08	2.3139201203873215e-08
M7XML8	RHTO_01884	8.458293963569576e-07	7.051748803052072e-07	4.18368983043657e-07	7.632643702247006e-07
M7WFY9	RHTO_04519	1.9136984475732384e-06	2.057541629938583e-06	9.191509812007394e-07	6.884104996484775e-07
M7WW26	RHTO_04957	7.280565382521264e-07	6.82647301180105e-07	1.604795473461026e-07	1.2610524320682267e-07
M7XIH3	RHTO_06738	2.1059980337978248e-06	1.8702945570638948e-06	3.2351435339294645e-07	2.9497208794752107e-07
M7X7T4	RHTO_04244		5.688547335743813e-06		6.8709798336032e-06
M7X7H5	RHTO_04149	3.98892771292924e-06	6.241632962949437e-06	2.771004691368559e-06	3.243930315710884e-06
M7XFZ0	RHTO_08097	6.15559130506536e-07	1.1418611453472916e-06	3.061604414320506e-07	2.7837216430736987e-07
M7WUS2	RHTO_06336		7.684632274206099e-07		1.5200356096694393e-06
M7XF80	ADI1	2.1916661805455026e-06	2.0834091953180336e-06	9.203439281126162e-07	1.1280608343450432e-06
M7WKS2	RHTO_05739	9.345470006139363e-07	2.2761095577090756e-07	2.3212145033781477e-07	
M7X6B9	RHTO_00058	4.043544355373492e-07	4.6554391049079553e-07	2.762726424140203e-07	2.851447295540847e-07
M7X413	RHTO_02808		2.9806710942537203e-06		2.354653682059559e-06
M7X2S0	RHTO_04583	9.967362423727617e-07	1.1826992543015625e-06	3.9187045625188805e-07	3.939386192980012e-07
M7XYK4	RHTO_03106	8.102811147964172e-06	8.88327700071274e-06	3.083467600890044e-06	3.0108006008134757e-06
M7X982	RHTO_03470	2.362959806338948e-06	5.379142476127988e-06	1.9546505098066007e-06	2.1535013354767073e-06
M7WS69	RHTO_07146	2.497868771936223e-05	2.1073241357675612e-05	1.208645244367053e-05	1.067319490569294e-05
M7WG12	RHTO_04549	2.085397002822832e-06	2.9322711089652966e-06	2.488348722987597e-06	2.3739568270884538e-06
M7WS33	RHTO_02643	6.583954105261886e-07	7.719548038879709e-07	3.261416781535128e-07	3.7242933693357095e-07
M7WXT6	RHTO_07761	1.959412169453143e-06	1.7021354511226535e-06	6.471166932614325e-07	8.843471153901296e-07
M7X4M9	RHTO_03004				9.827121603503193e-08
M7XPM3	RHTO_00287	8.908539878706377e-07	1.1427299321781846e-06		3.7532352030076415e-07
M7WR46	PRT1	5.493896634411115e-07	9.84350631860647e-07	1.9025828158154333e-07	1.9530239694611938e-07
M7WLQ1	RHTO_05685	1.9875388953060912e-06	1.910783676312832e-06	6.94150187057003e-07	6.857543731101294e-07
M7XJ70	RHTO_07003	8.07845833623306e-07	1.774129988049049e-07	4.061060392050968e-07	3.9139797526220433e-07
M7XLB3	RHTO_02143	5.593066934724795e-07	6.830779645107118e-07	2.8230850098648777e-07	2.622784926297442e-07
M7X8P7	RHTO_03847	5.038278882819306e-07	3.880932338009307e-07		1.543400837800028e-07
M7WUQ8	RHTO_06321	9.817863327500943e-07	9.675600553268568e-07		5.404234160814085e-07
M7WEP1	RHTO_05460		2.181814346103003e-06	9.582566851904685e-06	9.282535607499982e-06
M7X5S2	RHTO_03169	3.348249245249918e-06	1.3859355802825196e-06	3.2271473589205785e-05	3.621348923162027e-05
M7XPD6	RHTO_00167	9.185700221419881e-07	1.6454966798757119e-06		4.2397923053994716e-07
M7XCN1	RHTO_01599	4.130289621702919e-07	3.6873816016450497e-07	1.495598451094258e-07	1.5981242049776856e-07
M7XKJ8	RHTO_04577		2.107855076089585e-06		6.5393304510733995e-06
M7XJQ5	RHTO_06113	1.8797970224291772e-06	1.804668350075961e-06	5.905532189878045e-07	6.081207149185318e-07
M7WV38	RHTO_01166	2.3982667539150276e-06	2.3325815823086853e-06	5.020865740955096e-07	4.778219367845382e-07
M7WFT8	RHTO_05209	3.113443498268755e-06	2.16388135028746e-06		8.659682417033463e-07
M7XAV4	RHTO_02178	1.7490538486137247e-06	1.7514172245200635e-06	8.272689701190106e-07	6.954506057200489e-07
M7WRB3	RHTO_07439	3.615410126339165e-07	3.2580614928815154e-07	1.0264681299218922e-07	1.0216287972364134e-07
M7WIL9	RHTO_03603	2.521958622628963e-06	2.344285033835865e-06	4.612880566436559e-07	5.290825844683086e-07
M7WCM1	RHTO_06672		8.199162232991911e-08	7.826955460718675e-08	1.0052689175145695e-07
M7XMD3	RHTO_01784	1.8464695828196302e-06	1.6815189260600055e-06	6.755418096303292e-07	6.024730142902885e-07
M7XYH2	RHTO_03066	1.1887419876955304e-06	1.12932309447917e-06	7.231514601817139e-07	6.329076531262079e-07
M7WSH3	RHTO_02257	3.7989854411530857e-07	4.071947798275078e-07	3.3912398732461023e-07	2.9749461939177405e-07
M7WYH6	RHTO_07775	6.106080455842148e-07	5.210103852454554e-07	1.8212634751656885e-07	1.5588903626834732e-07
M7WTG7	RHTO_06921	7.082173369234743e-07	8.693437581080026e-07		3.3109264839468464e-07
M7XTB2	RHTO_07202	8.756196303733963e-06	1.0952015472983666e-05	2.755254345099402e-06	3.1126313610492687e-06
M7WYF4	RHTO_00085	6.204924993272695e-06	6.498192510104129e-06	2.501359158020424e-06	2.846412214136392e-06
M7WF27	RHTO_05399	6.943423476456755e-06	1.4028503667357746e-06	2.494340261154763e-05	2.1523381280425144e-05
M7XUU6	RHTO_06022	1.0818969098485947e-06	7.146967992199343e-07	2.1713919998453353e-07	2.816798663870224e-07
M7WXU2	RHTO_03166	6.417438455961514e-06	7.739798708612205e-06	6.247119535835796e-06	5.625976382276487e-06
M7XYL6	RHTO_03121	3.4320849319050863e-06	4.716285079473108e-06	1.3043379401319982e-06	1.4383080264409054e-06
M7XSU5	RHTO_07625	8.626657114359636e-07	4.250378093205069e-07	5.0239210894168775e-06	5.037934073143591e-06
M7X0T7	RHTO_06769	6.798736188323205e-08	6.88966665165065e-08		9.1381563440117e-09
M7WIQ2	RHTO_03321	1.646637599670448e-06	1.3546644675255228e-06	7.290347673504454e-07	8.077222399198543e-07
M7XVT2	RHTO_06352	1.9776111665314463e-07	1.4928534037894416e-07		3.159293138848483e-08
M7XDG9	RHTO_01496	5.089951881014086e-07	4.597146644339751e-07	1.9554997185084272e-07	1.85174056149032e-07
M7WI10	RHTO_03656	1.0985827282244254e-06	5.122997809987123e-07		5.330087441820857e-07
M7WYB0	RHTO_07700	2.674946684595246e-07	2.4566677801966796e-07	1.2652387024036387e-07	1.3075586590370352e-07
M7XMJ0	RHTO_01849	6.159390289221464e-07	4.741545798428696e-07	4.222366063461435e-07	3.220806483730665e-07
M7WK23	RHTO_06449	1.7711349199085117e-06	1.8186795901704528e-06	5.139501914739649e-07	6.391590070207239e-07
M7WRH5	RHTO_02599	9.130552798636917e-06	7.201029171170778e-06	1.5205614013039944e-05	1.3723345824263276e-05
M7X6U6	RHTO_04405	3.8028526450855244e-07	2.773106375629425e-07	1.0487186362473306e-07	1.1301867139003131e-07
M7X9H8	RHTO_03600	1.2317530035327633e-06	1.161197390968925e-06		2.3767917873281845e-07
M7XK44	RHTO_03457	9.96344488660658e-07	5.910487630035306e-07		2.209458860521904e-06
M7WXY7	RHTO_08068	4.174131277027827e-06	4.108186524825904e-06	1.936148670113268e-06	1.9510550234100125e-06
M7X3E8	RHTO_06625	2.0766719612144613e-06	1.9303884164300277e-06		4.491317038978493e-07
M7X1C7	RHTO_06125	2.754017485725308e-07	3.228266019184967e-07	1.0813695019015625e-07	1.1071993891413634e-07
M7XLS6	RHTO_05039	1.0835679554339126e-07	1.4306397107077497e-07	6.857652273191879e-08	6.447274092270304e-08
M7WYK1	RHTO_00125	2.8330440115830622e-06	3.2200222433764752e-06	7.155126061365718e-07	6.201512996313056e-07
M7WKZ4	RHTO_05912	2.836994886683727e-06	2.7675815743225093e-06	8.597427945935517e-07	7.75668323191167e-07
M7X7J6	RHTO_00498	2.462993683281656e-06	2.6345124834499596e-06	9.73327911635291e-07	9.560364382634144e-07
M7XII4	RHTO_06748	2.215652519386333e-06	2.123200579309607e-06		1.3013437541527226e-06
M7X6S6	RHTO_00178	1.2254382243518308e-05	1.3140525214806004e-05	8.738338480301972e-06	9.117629771207633e-06
M7XN47	RHTO_01678	8.803076604180533e-08	7.198958875146103e-08	3.8893810933331653e-07	4.735765572015516e-07
M7XBR4	RHTO_02070	4.2884262196799614e-06	7.503341683000489e-06	3.2116175643320137e-06	3.0058752736247485e-06
M7XKT4	RHTO_04673	2.286930131832877e-06	2.1182147624185663e-06	7.640543643017635e-07	7.620413089742718e-07
M7WCJ7	RHTO_06682	1.9742678659234417e-07	1.518067397395782e-07		5.0608835901506374e-08
M7WVK0	RHTO_04801		2.3302548242931053e-07	2.7268755769331444e-08	6.705697097489973e-08
M7XXS3	RHTO_02800	1.3067994949650964e-06	1.273200531404628e-06		3.037157592866359e-07
M7X4F7	RHTO_05801	1.2857698451155036e-06	1.1446194050917904e-06	3.8624454637791886e-07	3.683355383748267e-07
M7X6G0	RHTO_00369	6.679841017659542e-07	8.885981347012366e-07		3.050814858398562e-07
M7XP66	RHTO_01208	1.0835443024115876e-06	1.451160905968647e-06	9.436124488928022e-07	9.646137280508303e-07
M7WX90	RHTO_00759	4.347016495135138e-06	2.432230920131526e-06		1.5477503591948018e-06
M7XNG2	RHTO_01370	1.778336870681967e-07	1.6683027691651158e-07	3.234204929306547e-07	2.6097261789678184e-07
M7X3A8	RHTO_04971	1.6877657141598458e-06	1.8496382719291291e-06	4.7567498539769e-07	4.014283222455716e-07
M7XLT9	RHTO_02024	2.767100309335769e-06	3.7880232538118908e-06	8.348279268447935e-06	8.132233050543762e-06
