uniprotID	GeneName	REF_048_1	REF_048_2	REF_048_3
M7XCW8	RHTO_01694	3.252553263145116e-06	3.608982723952991e-06	3.839148772620619e-06
M7WTI1	RHTO_02056	4.309412239502216e-08	4.1402000320752765e-08	3.464007748317092e-08
M7WJD4	RHTO_02550	2.0311456180752495e-08	4.682023055197561e-08	9.975809185078484e-08
M7WJX8	RHTO_02388	3.879843510936353e-07	4.162922667886381e-07	4.2203854873013495e-07
M7X5F0	RHTO_03038	4.7077411143129023e-07	4.660111582425269e-07	5.519984218666101e-07
M7WSV0	RHTO_02292	9.722749914215372e-07	3.4332966464922e-07	4.7050790093322654e-07
M7WY53	RHTO_07897	9.285527014390593e-09	9.127759389573547e-09	1.0224599968698627e-08
M7WSJ5	RHTO_02466	1.123635402035223e-07	6.481241473247486e-08	7.046347301076608e-08
M7X642	RHTO_05312	4.3928828998364126e-08	4.481870585528136e-08	5.846923140407509e-08
M7X4Y4	RHTO_02888	1.592152389613026e-05	1.4074340555872288e-05	1.6592007066433962e-05
M7XUJ0	RHTO_06967	7.4040789038388584e-06	7.089127015610529e-06	8.277040995731624e-06
M7X3P9	RHTO_06555	2.4435431924749264e-07	2.603151425060775e-07	1.7230707468372318e-07
M7X7G5	RHTO_00463	4.4242490202435776e-07	4.458552219651708e-07	5.676857531547044e-07
M7X0W8	RHTO_07015	2.1215743902254817e-08	1.9654213129514263e-08	2.299045449365266e-08
M7XIH0	RHTO_04002	5.7169398998202006e-08	4.911142498854247e-08	6.095758499889445e-08
M7X0A1	RHTO_07269	5.2360694492468705e-06	4.987693664861372e-06	5.551319174467139e-06
M7WUW8	RHTO_06386	3.6653580192478253e-06	0.0	2.8067277323367193e-06
M7XVX8	RHTO_04576	7.437566183690622e-08	0.0	4.8215077407508954e-08
M7WUZ4	RHTO_04590	1.509780401839209e-07	1.3931450242050844e-07	9.275703046533097e-08
M7XYI4	RHTO_03081	5.601462065311952e-05	4.9358723151385986e-05	5.953870965855574e-05
M7X990	RHTO_03480	1.8316137774949058e-08	1.7429546426890125e-08	1.9876510108880274e-08
M7WHD4	RHTO_03921	1.7653303861249966e-05	1.6267677928927966e-05	1.7324201727039233e-05
M7WK47	RHTO_02483	0.00028662505707525065	0.0002661866237442648	0.0002930001223656679
M7XQA8	RHTO_00667	9.823825109198365e-07	9.175450682938551e-07	1.0401205235629464e-06
M7WVB4	RHTO_01251	1.1577040640387567e-06	1.0488762505624725e-06	1.1362051746728361e-06
M7WTL5	RHTO_06981	2.3961428986018205e-06	2.1951155427043843e-06	2.2590619285697123e-06
M7WZL9	RHTO_07597	1.9516668070530037e-07	0.0	1.9649089243779754e-07
M7X6J7	RHTO_00409	8.185943648025833e-06	8.334997204850853e-06	9.070015249638701e-06
M7X5B9	RHTO_02998	3.822931772670719e-08	3.110641843769328e-08	3.7462211729046134e-08
M7WVN0	RHTO_04831	6.209310426328771e-07	5.001626721221528e-07	6.504009650229956e-07
M7X683	RHTO_00274	1.1586099268243429e-06	1.3858338578778775e-06	1.5691464245247835e-06
M7WM38	RHTO_01632	9.49521661933305e-08	1.0290791127893452e-07	1.1160442950919921e-07
M7WNM2	RHTO_04181	3.523890922385191e-07	3.343707963868586e-07	3.590892361704009e-07
M7WFS5	RHTO_05194	6.963720738103446e-07	6.32735222831265e-07	6.762961473309426e-07
M7X0E2	RHTO_07314	1.3470153367392e-08	9.157458171993864e-09	1.494699483491693e-08
M7X6B2	RHTO_00053	3.472835739400699e-09	3.840341009636254e-09	0.0
M7WDR6	RHTO_05814	2.8874147560071776e-07	2.953128773980856e-07	3.0458291363856874e-07
M7WT77	RHTO_06811	3.620252968741122e-06	3.4068310108467058e-06	3.834475333230668e-06
M7XHV3	RHTO_04015	3.556429946257614e-08	3.033313688995015e-08	3.833991205632469e-08
M7WSB2	RHTO_07196	3.5303647212676183e-06	3.2174983886164784e-06	3.7293862894926174e-06
M7X4L4	RHTO_02787	2.078899208221209e-07	2.025093418581872e-07	3.271504732505096e-07
M7X6J5	RHTO_05221	8.035222051823458e-08	8.908418119753827e-08	8.16233469762725e-08
M7XP08	RHTO_01138	2.5179774767836496e-09	2.425554376880612e-09	2.663395920102649e-09
M7X0Y9	RHTO_06799	1.1189245478483512e-07	1.1211539728212247e-07	1.1510477807747419e-07
M7XCN4	RHTO_01604	1.5237720498674373e-08	1.484106800869877e-08	1.2782244057816413e-08
M7WI49	RHTO_03696	1.876592556177344e-06	1.7296913657722883e-06	1.737285140352354e-06
M7WFW6	RHTO_04489	2.2443545192162577e-07	1.8561406891505487e-07	1.5882871888895177e-07
M7XBA0	RHTO_02305	1.2767342991110109e-06	1.253712433759528e-06	1.3841394051279205e-06
M7X3B2	RHTO_06643	1.2789941288181235e-06	1.1507498980202056e-06	1.5895602773939355e-06
M7XII7	RHTO_03776	8.220262993988135e-07	8.874734847969844e-07	8.619365244225943e-07
M7WUP1	RHTO_01660	7.010498552543698e-07	6.591614260892196e-07	6.76143430885528e-07
M7WQ05	RHTO_03670	5.8051149257715944e-09	5.503012620562162e-09	7.849890315739853e-09
M7WMN9	RHTO_05283	1.0963855561657094e-05	1.0407755995159148e-05	1.1691643071400155e-05
M7WUN5	RHTO_01403	5.426927647906335e-07	5.583207026907498e-07	9.430956784562105e-07
M7XDY6	RHTO_01249	5.205305624207238e-07	4.618725972532724e-07	5.589017273773471e-07
M7X0I3	RHTO_06850	1.3907144353646085e-06	1.3133857413333952e-06	1.312720345977989e-06
M7XPA0	RHTO_01248	4.6603107007100525e-09	4.412606509120094e-09	4.77890234441989e-09
M7WMC4	RHTO_05138	1.2461976333439788e-06	8.388179259706601e-07	8.484918183018278e-07
M7XD86	RHTO_06698	5.846256461569819e-07	6.024276136894243e-07	6.083048264104279e-07
M7WNY9	RHTO_04048	5.1684303187835205e-05	5.03794440304542e-05	5.3151147453325564e-05
M7WNG0	RHTO_04563	9.365942883356786e-07	9.000929305382422e-07	1.0389700704729739e-06
M7XM07	RHTO_02079	1.5511947704169645e-05	1.3863246959409913e-05	1.6122085006596677e-05
M7XQI7	RHTO_00752	4.922445345830983e-06	5.0976145683590255e-06	5.280432447757557e-06
M7WZ41	RHTO_00330	1.1400368774810594e-07	1.1200283389843284e-07	1.1800554398197391e-07
M7X5P1	RHTO_03138	1.5096034766276828e-06	1.988699980363537e-06	1.4416624851851411e-06
M7XG83	RHTO_07729	1.54737699423413e-06	1.8240497017004655e-06	2.11655840975729e-06
M7XIP4	RHTO_06793	3.900369503788733e-08	4.307885806303464e-08	3.4648494632663313e-08
M7X647	RHTO_03299	6.132194071850351e-07	4.978316460639087e-07	5.511560852650249e-07
M7XQ43	RHTO_00472	8.591012597750123e-09	1.1293180305974317e-08	1.1533676902658344e-08
M7X1E7	RHTO_06984	2.987050884132558e-07	3.012765819495482e-07	2.8465688919303526e-07
M7WEX1	RHTO_05344	7.312992665343445e-08	5.544718205423255e-08	7.633293331490485e-08
M7X5W1	RHTO_05436	8.610860721110812e-08	7.115048044961153e-08	9.150725115505283e-08
M7XCH9	RHTO_01539	5.4622197504896975e-08	3.7091616183925696e-08	5.7392407031980294e-08
M7WSY0	RHTO_06731	4.446333898001803e-08	3.506044211747441e-08	0.0
M7WRT4	RHTO_07584	0.0	3.90259622251552e-09	4.418387832855636e-09
M7X6M1	RHTO_04501	1.0545178034996322e-07	1.4483529208575463e-07	1.530320535189545e-07
M7WNX8	RHTO_04340	0.0	8.90872703378551e-08	1.3136250849121296e-07
M7X4H7	RHTO_02741	2.984500568235978e-07	3.6589179773864884e-07	3.9957175384403485e-07
M7WNI4	RHTO_04401	4.027621991865555e-08	3.923598998653091e-08	4.11082718163599e-08
M7WY30	RHTO_08088	3.60226029102898e-07	3.2159058702565956e-07	3.959188044574379e-07
M7WXT4	RHTO_08018	1.490403621252706e-08	2.0876196967015767e-08	2.2531419933346822e-08
M7WZ10	RHTO_07648	5.6773934231709646e-05	5.4923301751234584e-05	6.228301070677131e-05
M7XWZ2	RHTO_04928	2.2759569775149845e-08	1.9761152010365304e-08	2.126656042286682e-08
M7X1I2	RHTO_07024	6.714856007706757e-06	6.6378192666730376e-06	7.155563734896411e-06
M7WV75	RHTO_01211	1.4630870703886983e-07	1.4558828485513047e-07	1.4137397870442503e-07
M7XFN2	RHTO_07997	2.8460434660120322e-08	2.439934239254516e-08	1.8520355267984268e-08
M7X6N8	RHTO_00454	3.304939544056603e-07	3.4151762347582776e-07	3.5007495713934554e-07
M7WWX2	RHTO_07949	2.494625572754242e-08	2.6284866916365298e-08	3.2533587372964855e-08
M7X0Z1	RHTO_07040	2.2635452982143173e-06	2.2148435651387625e-06	2.4597466376444705e-06
M7WWF5	RHTO_00710	1.3774426341862642e-06	1.3752566153509923e-06	1.485485402165347e-06
M7X486	LSM1	7.733795240949989e-07	5.686183705344008e-07	8.116379692984359e-07
M7Y058	RHTO_00406	6.385993874444412e-08	6.594430880155939e-08	5.098430032451072e-08
M7WTL8	RHTO_06986	4.43896933138594e-07	4.437405976233924e-07	5.010143450673025e-07
M7XL13	RHTO_04748	7.162534183197603e-07	4.853525944254933e-07	8.753236595804437e-07
M7X7V7	RHTO_00603	2.992210707975692e-08	3.037180796428569e-08	1.4031633241419149e-08
M7WGR5	RHTO_04167	2.2942016741822594e-08	1.7561726220817357e-08	1.953155596615677e-08
M7WRL6	RHTO_03444	7.724520673889011e-06	7.49651660317249e-06	7.970074686860486e-06
M7X528	RHTO_03170	5.766681524957971e-08	4.146284633693909e-08	6.461125311699762e-08
M7XMJ0	RHTO_01849	1.1261741811229726e-06	1.1217213264461533e-06	1.1809912499113593e-06
M7XH75	RHTO_04277	3.7601345151463987e-07	6.512554844226176e-07	4.790225654822751e-07
M7X2S6	RHTO_04588	1.1706374526634027e-06	1.1156142826410425e-06	1.1782206024836484e-06
M7X318	RHTO_04689	9.644664345789353e-06	9.19526588358811e-06	1.0242644740489902e-05
M7WKA8	RHTO_02316	1.295533930895045e-08	9.642079981144476e-09	1.1922552041605446e-08
M7WZ96	RHTO_07497	1.1138332596981488e-08	1.4687535247044562e-08	9.148616312848115e-09
M7XFY4	RHTO_05435	7.259482492396888e-06	7.667082590847787e-06	8.095865795359945e-06
M7XMD1	RHTO_02796	9.972262833979002e-09	8.757077108573017e-09	1.0426479348971345e-08
M7WDW4	RHTO_05864	2.4423173545078594e-08	2.4489131835004015e-08	1.9424271156833953e-08
M7WQN8	RHTO_07717	1.394905821243549e-07	1.1691458818966747e-07	1.3735947758536135e-07
M7X6F2	RHTO_00088	6.404811770636991e-09	7.0958776299576985e-09	7.626354673663812e-09
M7X452	RHTO_05065	7.387475851341777e-08	6.99135141292624e-08	4.443972116175817e-08
M7WEL7	RHTO_05609	1.710425981345095e-06	1.4863003823206346e-06	1.6337797067593288e-06
M7WN01	RHTO_05162	1.5515815046054695e-05	1.4526062921631124e-05	1.6134814524893336e-05
M7WSW5	RHTO_02032	1.9684849509211974e-07	1.8940001816831297e-07	2.494117631070814e-07
M7WY32	RHTO_03271	1.2575175855382667e-08	1.3122213200204506e-08	1.0789695363748338e-08
M7WNN2	RHTO_00901	1.7708186832700365e-07	1.6006881563034627e-07	1.765413721704689e-07
M7WJY8	RHTO_06404	1.8293005176788087e-08	1.8431699564294077e-08	2.006885143953182e-08
M7WTM4	RHTO_01907	4.62696330733612e-06	4.1099349678059626e-06	4.657452099529435e-06
M7WPK3	RHTO_04067	1.5078785525288231e-06	1.436252761318105e-06	1.5921677963065269e-06
M7XHA1	RHTO_07576	2.217388088169541e-06	2.2038582449913885e-06	2.5197686625750715e-06
M7WPB1	RHTO_00656	1.0290587544932487e-07	9.982310157595666e-08	1.0319906055031878e-07
M7XTB2	RHTO_07202	4.181745504685517e-06	5.28666744979294e-06	6.713730530572499e-06
M7WYY1	RHTO_07402	4.4822825837463925e-07	4.0768673798588414e-07	5.663579934197283e-07
M7X7D5	RHTO_00428	7.325342118036343e-08	6.890875785719985e-08	8.724564262786158e-08
M7WQC9	RHTO_03472	1.3043139257086383e-06	1.3902885678141964e-06	1.5161461458275067e-06
M7XTV4	RHTO_06722	4.299845449611673e-08	2.4308137524527294e-07	3.819892558656868e-09
M7WLK5	RHTO_01853	1.0511428260971942e-06	9.59564068815271e-07	1.0163016877943435e-06
M7WMC3	RHTO_01717	1.8272575971161797e-07	1.6263026742211488e-07	1.807974884097742e-07
M7WLE1	RHTO_05613	1.4764499388305093e-06	1.4971722653078983e-06	1.6499846929343494e-06
M7XM95	RHTO_01739	6.3357186898655776e-06	5.802796690618291e-06	6.631400516695393e-06
M7XDQ2	RHTO_01159	4.154781430227599e-07	3.7932866509136724e-07	3.8063959364105275e-07
M7XU34	RHTO_06787	6.737592727182826e-08	7.089366092214348e-08	8.944547425562526e-08
M7WYB0	RHTO_07700	2.2455415762730596e-07	2.1124012297552737e-07	2.420100380446316e-07
M7XFJ3	RHTO_05456	2.144522376717745e-08	1.9270908137187615e-08	2.2193153365561716e-08
M7X1S1	RHTO_06069	2.412309498655539e-06	2.2414716848307333e-06	2.452389085377694e-06
M7XE45	RHTO_06426	6.136317980733942e-07	6.078464048758617e-07	6.689089175351621e-07
M7WUA7	RHTO_01716	7.133484735430524e-08	6.240418966176829e-08	3.0303283264515496e-07
M7X5Y3	RHTO_05252	1.081950558279846e-07	1.1448160276602698e-07	8.535914851427651e-08
M7WNZ3	RHTO_00986	7.207473144205661e-09	7.509958153757964e-09	1.422422889310654e-08
M7XTT7	RHTO_07382	8.441715605198076e-07	8.318126369521259e-07	9.04238479175494e-07
M7WXW6	RHTO_08048	5.024754612282519e-08	3.7127114494665794e-08	5.085307495323908e-08
M7WLI2	RHTO_05640	6.875878888733619e-07	6.94877383750852e-07	7.628423490973966e-07
M7XYB7	RHTO_02996	1.8844538420478334e-08	1.1782816522482132e-08	2.0033419995380947e-08
M7WWS2	RHTO_00840	1.2123376604808465e-08	9.287726296530732e-09	0.0
M7XLM4	RHTO_01963	0.0	0.0	0.0
M7WUL1	RHTO_01640	6.218790719381246e-06	6.412166349742364e-06	7.887280375040799e-06
M7WID5	RHTO_03493	7.170059644511461e-07	6.38323030696484e-07	7.032023966841498e-07
M7XP92	RHTO_01238	1.7758853413994207e-07	1.5125383082760564e-07	1.5081821276921613e-07
M7XS16	RHTO_07889	5.6436983708670084e-08	7.332575984970219e-08	8.189193719152697e-08
M7XWK8	RHTO_04822	0.0	4.320986965815688e-08	3.5423145517073865e-08
M7XM58	RHTO_02730	3.657410964462898e-07	2.6509979776548105e-07	2.9325268359084116e-07
M7X787	RHTO_04313	9.302207682506929e-06	7.70370903882608e-06	1.0310875905327493e-05
M7WD80	RHTO_06490	2.820372275440395e-07	2.651767159675022e-07	2.703388501309133e-07
M7XR96	RHTO_08081	1.3312412577738164e-08	2.163037883783405e-08	2.0599995823132828e-08
M7XF71	RHTO_05663	4.3202094595565285e-08	3.926418729523394e-08	4.5914436737876966e-08
M7X342	RHTO_04714	1.6622872053992213e-09	0.0	2.7964610520297374e-09
M7XBV3	RHTO_02100	2.1048664585727714e-08	1.71720557932636e-08	1.7585507304424076e-08
M7XRG0	RHTO_08151	0.00032220852097527533	0.0002997829317860107	0.00031102254398942517
M7WQT7	RHTO_03370	1.3322701849334684e-07	1.3786234200163336e-07	1.598598471653567e-07
M7X159	RHTO_06879	1.221731741486127e-06	1.1261513097956642e-06	1.2642438091530191e-06
M7X101	RHTO_06809	5.350935334034856e-07	5.067634385420387e-07	5.58507884505268e-07
M7X7L9	RHTO_04189	1.7039960273592896e-08	2.018438081764218e-08	2.3024213623227695e-08
M7WP65	RHTO_03889	4.505341475443786e-09	4.6591088431537814e-09	5.903749452496895e-09
M7X663	RHTO_00249	8.480055513093985e-07	8.395724133657284e-07	7.468163762498147e-07
M7WTS8	RHTO_01551	0.0	0.0	0.0
M7XWW5	RHTO_04908	1.0977748061369702e-07	1.2075175904667516e-07	1.406331129005732e-07
M7XAE7	RHTO_02662	1.3282383477532678e-06	1.667836963179487e-06	1.761128390846449e-06
M7X4Z9	RHTO_03139	9.080794789251725e-08	9.3653766084277e-08	1.1126109011900285e-07
M7X356	RHTO_04911	2.2673512597623826e-08	2.1525885614979464e-08	2.7308294027403137e-08
M7WUI5	RHTO_01610	5.102311010170695e-06	4.8588909349016426e-06	5.582156081783027e-06
M7WN42	RHTO_04270	1.6924120673053205e-08	0.0	0.0
M7WHQ7	RHTO_03810	1.8810724539794126e-08	0.0	0.0
M7X1R5	RHTO_06235	1.7246679898805876e-05	1.7360692810252513e-05	4.1968802289573804e-06
M7WNQ7	RHTO_00921	0.0	0.0	5.79351664016761e-07
M7X1M0	RHTO_06210	0.0	0.0	0.0
M7WVB7	RHTO_01432	3.459585326762626e-08	9.909425997834466e-09	0.0
M7WS65	RHTO_07141	0.0	0.0	0.0
M7XZ18	RHTO_03287	1.671690118000719e-06	6.268158551328881e-07	9.779901096471145e-07
M7WP06	RHTO_01001	0.0	0.0	0.0
M7XFP7	RHTO_08012	0.0	0.0	0.0
M7WPN2	RHTO_04102	2.243523950416594e-07	2.5610956795714464e-07	2.46654899558339e-07
M7WQ45	RHTO_03798	0.0	0.0	0.0
M7XSQ1	RHTO_07575	0.0	1.4721333107931013e-08	1.1331421994268372e-08
M7WM34	RHTO_05269	1.4141924805108414e-07	7.513142963395683e-07	7.536355110577019e-07
M7X1B1	RHTO_06944	0.0	0.0	0.0
M7X9D6	RHTO_03535	0.0	0.0	0.0
M7WWD9	RHTO_00690	8.371482206608999e-08	7.636064920058705e-08	9.643521249810705e-08
M7WVI7	RHTO_00860	0.0	0.0	2.2249930735092075e-09
M7XK69	RHTO_06243	0.0	2.166794726977826e-09	2.008930293807091e-09
M7WV95	RHTO_01407	0.0	0.0	0.0
M7WJS2	RHTO_06704	4.86117539284502e-07	5.525842226660346e-07	3.962702812980519e-07
M7WM65	RHTO_05508	0.0	0.0	3.0331813370743617e-09
M7WMG1	RHTO_05417	0.0	0.0	5.238890734578317e-08
M7XX00	RHTO_04938	0.0	0.0	0.0
M7WHJ6	RHTO_03996	5.041855730997367e-09	3.721626346433347e-09	5.265561387678934e-09
M7XC20	RHTO_01770	8.709380363003708e-08	6.821676812909599e-08	7.5707658292614e-08
M7XNQ5	RHTO_01450	1.6079836840400785e-08	5.260240605286141e-09	7.430148868578321e-09
M7XJ11	RHTO_03697	0.0	0.0	0.0
M7XB96	RHTO_02291	0.0	4.72801543483671e-08	5.453092928754192e-08
M7WV78	RHTO_04681	0.0	0.0	3.03280900687556e-09
M7X9L7	RHTO_03333	8.38619190273842e-09	1.2837670889579369e-08	0.0
M7XLC1	RHTO_02195	2.066965904595698e-09	6.517594678067556e-10	0.0
M7XVY6	RHTO_04586	1.2454534752853291e-08	1.6106882745512457e-08	1.613659871596285e-08
M7XJ94	RHTO_03464	2.8698994938895143e-09	3.221009284284288e-09	0.0
M7WTD5	RHTO_06881	0.0	2.8562542317527134e-08	2.4047595217594437e-08
M7X464	RHTO_05080	0.0	0.0	0.0
M7X5G4	RHTO_05482	0.0	0.0	2.2900958743010185e-08
M7XXU9	RHTO_02830	4.111981923191893e-09	3.6935354478251224e-09	0.0
M7XFC2	RHTO_00818	1.7989705327805605e-09	0.0	0.0
M7XWK0	RHTO_04812	6.429907352983193e-08	8.147801205910691e-08	1.436915047684796e-07
M7XFN5	RHTO_05511	0.0	6.310418801419846e-08	0.0
M7WQM9	RHTO_03724	3.146990858293605e-07	2.9898216197151995e-07	0.0
M7XG94	RHTO_07744	2.4721429076205352e-08	0.0	0.0
M7WWA2	RHTO_05052	2.3349225180649332e-08	2.5416538741496044e-08	2.7813179611589138e-08
M7XQB1	RHTO_00672	3.7586385301756106e-08	3.812157719206159e-08	3.3232072617137895e-08
M7XJ21	RHTO_03707	0.0	0.0	0.0
M7XEV3	RHTO_00638	2.2511158002583995e-09	1.6913732838236608e-09	1.700234377206877e-09
M7WRM5	RHTO_02644	0.0	1.5083361874718132e-07	0.0
M7X4J3	RHTO_05846	0.0	0.0	0.0
M7XBY6	RHTO_02135	0.0	0.0	2.4619681384042064e-08
M7WT56	RHTO_06791	0.0	0.0	0.0
M7XHJ1	RHTO_07093	1.2385819595590769e-09	0.0	0.0
M7XLK9	RHTO_01948	2.0470947491414838e-08	0.0	0.0
M7XSZ9	RHTO_07087	0.0	0.0	8.551723776701542e-09
M7XQU8	RHTO_07951	5.60388496249172e-09	4.6662942698176325e-09	6.8084626031527855e-09
M7X2R8	RHTO_04800	0.0	0.0	4.942683224795765e-10
M7X4A8	RHTO_02889	0.0	7.961637016322542e-09	0.0
M7WJH0	RHTO_02580	1.909598305493944e-05	1.7515675576722105e-05	2.1471189299372186e-05
M7X515	RHTO_02918	3.719227424453541e-08	4.267274579185604e-08	3.646607045684776e-08
M7XAT0	RHTO_02465	3.1759083423922795e-08	0.0	0.0
M7WSZ6	RHTO_06746	0.0	0.0	0.0
M7WVX6	RHTO_04907	3.578258383584318e-09	4.218317824640918e-09	3.077683378975828e-09
M7XR38	RHTO_08041	3.4001319522585225e-09	3.4664072753716673e-09	0.0
M7X9D3	RHTO_03530	0.0	0.0	0.0
M7WSN2	RHTO_02155	1.194373617392349e-09	1.3804551179345054e-09	0.0
M7XI94	RHTO_07343	1.5111681750149323e-08	1.1423267285727305e-08	1.2508004641062506e-08
M7WGV4	RHTO_04217	1.346219566796705e-08	0.0	0.0
M7XGT3	RHTO_07426	0.0	0.0	0.0
M7WLC5	RHTO_05758	7.484804577563718e-09	6.139385482833051e-09	1.0352326672382086e-08
M7WW81	RHTO_05027	0.0	2.6409992707848097e-09	0.0
M7XZE7	RHTO_00126	1.2270281333408998e-07	1.0198911665901567e-07	1.250066113983001e-07
M7XIX2	RHTO_03657	6.88037458945622e-08	6.913254361649035e-08	5.879334476060212e-08
M7WJ72	RHTO_02495	0.0	0.0	5.5790820986347304e-08
M7XJC0	RHTO_03484	1.6894361541456753e-09	0.0	1.69578819598766e-09
M7XK84	RHTO_06263	4.062376993368211e-08	3.414903772299937e-08	3.807442148421155e-08
M7X4J0	RHTO_05841	8.07386162943001e-08	7.677690551741952e-08	7.894069861801378e-08
M7XQ14	RHTO_01042	0.0	1.5828055686962314e-08	1.6884956678061817e-08
M7XMC0	RHTO_01769	1.8034348166169014e-08	1.1618309337993062e-08	2.925849323140779e-08
M7WKL0	RHTO_05833	4.3074814081707293e-08	0.0	3.855322466073084e-08
M7WY50	RHTO_08108	0.0	0.0	0.0
M7XI76	RHTO_07328	1.0058286354247982e-06	4.957071137269892e-07	7.878309966393756e-07
M7WT82	RHTO_06816	2.445387144358285e-09	2.4305685736494616e-09	0.0
M7WXG2	RHTO_03030	1.1502672331104046e-08	1.129919868916356e-08	1.4956200420133923e-08
M7WGN8	RHTO_04137	0.0	0.0	0.0
M7WYG9	RHTO_07770	2.206410313853281e-08	0.0	3.2689781766367515e-08
M7X2F1	RHTO_06259	0.0	3.531472589662983e-08	4.542126049041827e-08
M7X0W0	RHTO_07005	6.703726378877394e-09	6.871500868686458e-09	7.755516492223301e-09
M7X129	RHTO_06844	3.1396519328209295e-08	0.0	0.0
M7WTY1	RHTO_01596	6.978453511920091e-07	8.633420866474504e-07	8.25014328345954e-07
M7WNV8	RHTO_04013	1.4896262471461297e-08	8.972223443261195e-09	0.0
M7WPD0	RHTO_00681	2.0219152632525862e-09	3.107539797063045e-09	6.59930998840996e-10
M7WMJ5	RHTO_05243	1.1889773732046062e-07	0.0	7.960453236756939e-08
M7WXK9	RHTO_08149	2.5961841055840717e-08	2.9807355944497204e-08	3.058005264041423e-08
M7XNU1	RHTO_00012	7.383397811927171e-08	0.0	0.0
M7X9K9	RHTO_03323	3.813146148892069e-09	0.0	3.3184864959623853e-09
M7XMZ6	RHTO_01628	1.1861534680912995e-08	1.5433606990225165e-08	2.059331831984952e-08
M7WXN3	RHTO_07696	0.0	0.0	0.0
M7WM45	RHTO_05279	5.002142190758289e-09	6.135175119799569e-09	7.157915964720195e-09
M7XZR4	RHTO_00256	0.0	1.2504508350060633e-09	0.0
M7XQ26	RHTO_00457	0.0	0.0	0.0
M7X3Y7	RHTO_04985	2.8118613318071818e-09	2.3335622449250727e-09	0.0
M7X440	RHTO_05960	2.069279305931264e-09	6.286442187232282e-09	1.0269253387525808e-08
M7WRS5	RHTO_02543	1.0758631650854136e-09	1.913677240286384e-09	2.1146426493549386e-09
M7WPN1	RHTO_03824	0.0	2.0725158377704964e-08	2.2791664397330485e-08
M7WKI6	RHTO_02261	0.0	7.572744312933117e-09	7.793358056436264e-09
M7X2M1	RHTO_04755	1.3626212101617281e-08	0.0	0.0
M7WSK5	RHTO_02283	1.5284080082161878e-07	7.18411824056002e-08	9.061948440263679e-08
M7XGT8	RHTO_07431	0.0	0.0	0.0
M7WJS3	RHTO_06567	2.9346220272612774e-08	2.3526541334910602e-08	3.0949279293418686e-08
M7WYZ4	RHTO_07628	2.3286707713978743e-08	0.0	2.542472645087411e-08
M7XXN3	RHTO_02754	0.0	4.870138831485172e-08	5.29482622642091e-08
M7XMZ0	RHTO_01618	0.0	0.0	0.0
M7WVM0	RHTO_04821	1.5390787637925665e-07	1.6853923397267818e-07	2.2730445933868759e-07
M7WF64	RHTO_05439	3.291713916855957e-08	3.4393280213327364e-08	4.820405906449411e-08
M7WTV4	RHTO_06026	0.0	0.0	0.0
M7X1L4	RHTO_06009	1.9656774566531336e-08	2.130782155156879e-08	2.8530949429633947e-08
M7X4V5	RHTO_02862	0.0	1.6517556357684894e-08	0.0
M7WQ70	RHTO_03730	2.582141731204325e-08	0.0	2.356405142468693e-08
M7X5H5	RHTO_05497	1.429956261947685e-07	0.0	0.0
M7XTL4	RHTO_07297	0.0	2.9826137703352947e-09	4.222683932181708e-09
M7X168	RHTO_06065	5.012832441330217e-08	4.455094660805438e-08	4.348839687264991e-08
M7XNP1	RHTO_01435	1.4061791811586514e-09	1.12464724270576e-09	0.0
M7XSA2	RHTO_07455	0.0	6.478727054367108e-10	0.0
M7WWN9	RHTO_00999	3.027091196046729e-08	3.1264228550891516e-08	0.0
M7XTD4	RHTO_07227	0.0	0.0	0.0
M7WS45	RHTO_07116	0.0	0.0	0.0
M7XP41	RHTO_01178	0.0	0.0	0.0
M7X4M9	RHTO_03004	6.746481260823806e-07	4.136012233381611e-07	4.2012235530647415e-07
M7XHZ4	RHTO_07258	2.3468179798773592e-08	2.387424563309078e-08	2.3003371305959514e-08
M7WKP4	RHTO_06443	7.559643515767201e-08	6.82694321283539e-08	0.0
M7WYH9	RHTO_07483	9.303900650768972e-08	8.34395592859151e-08	6.291350887654745e-08
M7XY12	RHTO_02901	1.8767386492469438e-08	3.541302763959508e-08	3.661690029200643e-08
M7XRB9	RHTO_08096	3.0320416076370176e-07	3.085454463373294e-07	2.977867079527937e-07
M7WVA5	RHTO_04711	1.9040442576703612e-08	1.1908394226458763e-08	1.557619210538994e-08
M7X357	RHTO_04729	2.5634519392776076e-08	2.1287161858801837e-08	2.3185517913892188e-08
M7XCD9	RHTO_01900	0.0	7.239250694706527e-08	9.878698359509373e-08
M7WQW1	RHTO_03390	0.0	0.0	4.92373421678702e-10
M7X3F1	RHTO_05026	0.0	0.0	7.834795300464962e-08
M7X4X7	RHTO_03114	0.0	1.592635388726316e-08	0.0
M7WQ52	RHTO_08010	3.7621790464166435e-08	3.0893082798676654e-08	3.8487136581597865e-08
M7XVN3	RHTO_06287	0.0	0.0	0.0
M7WP71	RHTO_01081	6.09216818534775e-08	0.0	0.0
M7XNF0	RHTO_03178	0.0	5.175191909255183e-07	5.53793990080605e-07
M7XLK0	RHTO_01938	0.0	4.040470643843953e-08	0.0
M7WVQ9	RHTO_00925	0.0	2.5181410918364292e-08	2.811911842148109e-08
M7WS18	RHTO_02472	0.0	0.0	0.0
